city,country,stationName,stationNumber,latitude,longitude,
曲靖,麒麟,薛旗,T6280,251320,1035207,2513201035207
曲靖,马龙,张安屯,T3356,253356,1033847,2533561033847
曲靖,马龙,鸡头村,T3355,252848,1033511,2528481033511
曲靖,宣威市,双河乡豁嘎村,T6441,263740,1042626,2637401042626
曲靖,宣威市,格宜镇龙泉村,T6442,262453,1042514,2624531042514
曲靖,宣威市,乐丰乡明德村,T6443,262912,1041913,2629121041913
曲靖,宣威市,海岱镇德来村,T6444,260250,1042405,2602501042405
曲靖,宣威市,倘塘镇新乐村,T6445,263338,1040915,2633381040915
曲靖,宣威市,务德镇卜嘎村,T6446,260502,1033848,2605021033848
曲靖,宣威市,务德镇拖克村,T6447,262340,1034657,2623401034657
曲靖,宣威市,得禄小营村,T6448,263029,1040052,2630291040052
曲靖,宣威市,倘塘镇东冲村,T6449,263122,1041356,2631221041356
曲靖,宣威市,羊场镇清水村,T6450,255928,1041117,2559281041117
曲靖,宣威市,海岱镇文阁村,T6451,260540,1042258,2605401042258
曲靖,宣威市,龙场镇坪川村,T6452,261715,1041344,2617151041344
曲靖,宣威市,宝山镇安益村,T6453,262317,1042928,2623171042928
曲靖,宣威市,落水镇瑞硐村,T6454,261206,1040638,2612061040638
曲靖,宣威市,格宜镇得马村,T6455,261433,1041935,2614331041935
曲靖,宣威市,乐丰乡三联村,T6456,263239,1042222,2632391042222
曲靖,宣威市,田坝镇新发村,T6457,261120,1043123,2611201043123
曲靖,宣威市,龙场镇罗营村,T6458,262409,1042044,2624091042044
曲靖,宣威市,倘塘镇三岔村,T6459,262418,1040821,2624181040821
曲靖,宣威市,落水镇滴水村,T6460,261328,1035822,2613281035822
曲靖,宣威市,东山镇恰得村,T6461,260502,1041154,2605021041154
曲靖,宣威市,阿都乡荣胜村,T6462,263104,1043042,2631041043042
曲靖,宣威市,文兴乡支留村,T6463,262603,1043131,2626031043131
曲靖,宣威市,东山镇法着村,T6464,260813,1041356,2608131041356
曲靖,宣威市,杨柳乡克基村,T6465,263513,1041322,2635131041322
曲靖,宣威市,东山镇瓦路村,T6466,260816,1041639,2608161041639
曲靖,会泽县,火红乡,T6411,264537,1033926,2645371033926
曲靖,会泽县,乐业镇,T6412,263833,1033239,2638331033239
曲靖,会泽县,迤车镇,T6413,265351,1033326,2653511033326
曲靖,会泽县,田坝乡,T6414,255104,1032952,2551041032952
曲靖,会泽县,田坝乡,T6415,255816,1033417,2558161033417
曲靖,会泽县,老厂乡,T6416,263443,1031222,2634431031222
曲靖,会泽县,老厂乡,T6417,263440,1030545,2634401030545
曲靖,会泽县,金钟镇,T6418,262317,1031043,2623171031043
曲靖,会泽县,者海镇,T6419,263205,1033217,2632051033217
曲靖,会泽县,者海镇,T6420,263723,1033610,2637231033610
曲靖,会泽县,火红乡,T6421,265433,1034355,2654331034355
曲靖,会泽县,大井镇,T6422,262912,1034951,2629121034951
曲靖,会泽县,矿山镇,T6423,264006,1033937,2640061033937
曲靖,会泽县,者海镇,T6424,262949,1033229,2629491033229
曲靖,会泽县,大海乡,T6425,261447,1031206,2614471031206
曲靖,会泽县,驾车乡,T6426,260042,1031927,2600421031927
曲靖,会泽县,大海乡,T6427,262119,1031108,2621191031108
曲靖,会泽县,娜姑镇,T6428,262740,1030657,2627401030657
曲靖,会泽县,娜姑镇,T6429,262549,1031121,2625491031121
曲靖,会泽县,娜姑镇,T6430,263014,1030440,2630141030440
曲靖,会泽县,火红乡,T6431,265023,1033917,2650231033917
曲靖,会泽县,上村乡,T6432,261142,1033514,2611421033514
曲靖,会泽县,马路乡,T6433,264903,1033419,2649031033419
曲靖,会泽县,马路乡,T6434,270029,1034032,2700291034032
曲靖,会泽县,大井镇,T6435,263449,1034537,2634491034537
曲靖,会泽县,鲁纳乡,T6225,261015,1033832,2610151033832
曲靖市,麒麟区,珠街乡,T3401,253048,1035613,2530481035613
曲靖市,麒麟区,珠街乡,T3402,252708,1035631,2527081035631
曲靖市,麒麟区,茨营乡,T3403,252349,1035620,2523491035620
曲靖市,麒麟区,茨营乡,T3404,252406,1040014,2524061040014
曲靖市,沾益县,菱角乡,T3471 ,254759,1034155,2547591034155
曲靖市,沾益县,菱角乡,T3472,255108,1033610,2551081033610
曲靖市,沾益县,菱角乡,T3473,255558,1034359,2555581034359
曲靖市,沾益县,西平镇,T3474,253330,1035247,2533301035247
曲靖市,沾益县,西平镇,T3475,254106,1034657,2541061034657
曲靖市,沾益县,大坡乡,T3476,254532,1033822,2545321033822
曲靖市,沾益县,大坡乡,T3477,253832,1033345,2538321033345
曲靖市,沾益县,播乐乡,T3478,254541,1040039,2545411040039
曲靖市,沾益县,播乐乡,T3479,254708,1040709,2547081040709
曲靖市,沾益县,炎方乡,T3480,254910,1035834,2549101035834
曲靖市,沾益县,炎方乡,T3481,255531,1035410,2555311035410
曲靖市,沾益县,炎方乡,T3482,255537,1041016,2555371041016
曲靖市,沾益县,炎方乡,T3483,260007,1035929,2600071035929
曲靖市,沾益县,德泽乡,T3484,260013,1033351,2600131033351
曲靖市,沾益县,德泽乡,T3485,260208,1033325,2602081033325
曲靖市,沾益县,德泽乡,T3486,255604,1033420,2556041033420
曲靖市,沾益县,盘江镇,T3487,255042,1035102,2550421035102
曲靖市,沾益县,盘江镇,T3488,254143,1035112,2541431035112
曲靖市,沾益县,白水镇,T3489,253542,1040115,2535421040115
曲靖市,沾益县,白水镇,T3490,254406,1040417,2544061040417
曲靖市,罗平县,旧屋基乡安木勒村,T3372,245328,1043315,2453281043315
曲靖市,罗平县,阿岗镇大岗德村,T3373,250850,1040624,2508501040624
曲靖市,罗平县,阿岗镇戈维村,T3374,250053,1040100,2500531040100
曲靖市,罗平县,鲁布革多依村,T3375,244552,1042934,2445521042934
曲靖市,罗平县,九龙镇以土块村,T3376,250431,1041735,2504311041735
曲靖市,罗平县,马街镇戈背村,T3377,251307,1041530,2513071041530
曲靖市,罗平县,长底乡德沙村,T3378,250247,1043611,2502471043611
曲靖市,罗平县,富乐镇半坡村,T3379,251747,1042202,2517471042202
曲靖市,罗平县,九龙镇以洪村,T3380,250121,1042310,2501211042310
曲靖市,罗平县,旧屋基乡老寨村,T3381,244901,1042959,2449011042959
曲靖市,罗平县,老厂乡舍迫村,T3382,250952,1041759,2509521041759
曲靖市,罗平县,长底乡,T3383,250153,1043002,2501531043002
曲靖市,罗平县,大水井乡波罗湾村,T3384,245024,1042509,2450241042509
曲靖市,罗平县,罗雄镇大凹子村,T3385,244605,1041859,2446051041859
曲靖市,罗平县,板桥镇品德村,T3386,245606,1042553,2456061042553
曲靖市,罗平县,富乐镇必米村,T3387,251645,1041629,2516451041629
曲靖市,罗平县,九龙镇阿鲁村,T3388,250058,1041538,2500581041538
曲靖市,罗平县,罗雄镇羊者窝村,T3389,245115,1041639,2451151041639
曲靖市,罗平县,老厂乡摩龙村,T3390,251229,1041752,2512291041752
曲靖市,罗平县,马街镇阿东村,T3391,251024,1041108,2510241041108
曲靖市,富源县,后所镇法凹村委会,T6403,255120,1042427,2551201042427
曲靖市,富源县,后所镇小冲小学,T6404,255112,1042025,2551121042025
曲靖市,富源县,营上镇宽塘村委会,T6406,252638,1042425,2526381042425
曲靖市,富源县,大河镇铜厂村委会,T6408,253323,1042126,2533231042126
曲靖市,陆良县,华侨农场,T6486,250116,1034152,2501161034152
曲靖市,陆良县,龙海乡,T6487,250208,1035208,2502081035208
曲靖市,陆良县,活水乡,T6488,250511,1035233,2505111035233
曲靖市,陆良县,活水乡,T6489,250646,1035431,2506461035431
曲靖市,师宗县,丹凤镇,T3441,244508,1035902,2445081035902
曲靖市,师宗县,高良乡,T3442,243214,1041913,2432141041913
曲靖市,师宗县,雄壁镇,T3443,245812,1035816,2458121035816
曲靖市,师宗县,丹凤镇,T3444,245005,1035305,2450051035305
曲靖市,富源县,中安镇,T6410,253710,1040959,2537101040959
曲靖市,富源县,古敢乡,T6263,251352,1044621,2513521044621
曲靖市,富源县,黄泥河镇,T6264,251007,1044037,2510071044037
曲靖市,富源县,雨汪镇,T6265,250758,1043008,2507581043008
曲靖市,富源县,黄泥河镇,T6266,251913,1043637,2519131043637
曲靖市,富源县,富村镇,T6267,252235,1043449,2522351043449
曲靖市,富源县,富村镇,T6268,253025,1043202,2530251043202
曲靖市,富源县,中安镇,T6269,254350,1040949,2543501040949
曲靖市,富源县,墨红镇,T6481,252712,1040533,2527121040533
曲靖市,富源县,老厂镇,T6401,251417,1043430,2514171043430
曲靖市,富源县,老厂镇,T6407,251604,1043142,2516041043142
曲靖市,富源县,墨红镇,T6402,253014,1041341,2530141041341
曲靖市,富源县,竹园镇,T6405,252301,1041439,2523011041439
曲靖市,富源县,中安镇,T6409,253548,1041826,2535481041826
曲靖市,富源县,营上镇,T3502,252749,1042159,2527491042159
曲靖市,富源县,营上镇,T3505,253038,1042202,2530381042202
曲靖市,马龙县,马鸣乡,T3351,251026,1031917,2510261031917
曲靖市,马龙县,马鸣乡,T3352,251153,1032025,2511531032025
曲靖市,马龙县,马过河镇,T3353,252709,1032705,2527091032705
曲靖市,马龙县,马鸣乡,T3354,251441,1032501,2514411032501
曲靖市,马龙县,月望乡,T3357,251828,1034004,2518281034004
曲靖市,马龙县,大庄乡,T6299,251708,1032830,2517081032830
曲靖市,马龙县,马鸣乡,T6300,251858,1031915,2518581031915
曲靖市,马龙县,月望乡,T6301,251545,1034108,2515451034108
曲靖市,马龙县,旧县镇,T6302,251852,1032227,2518521032227
曲靖市,马龙县,王家庄镇,T6303,253323,1033618,2533231033618
曲靖市,马龙县,大庄乡,T6304,251350,1032926,2513501032926
曲靖市,马龙县,通泉镇,T6305,253140,1033838,2531401033838
曲靖市,马龙县,旧县镇,T6306,252231,1031808,2522311031808
曲靖市,马龙县,马鸣乡,T6307,251510,1032255,2515101032255
曲靖市,马龙县,月望乡,T6308,252217,1033900,2522171033900
曲靖市,马龙县,马鸣乡,T6309,251109,1032321,2511091032321
曲靖市,马龙县,大庄乡,T6310,251852,1033144,2518521033144
曲靖市,马龙县,王家庄镇,T6471,252634,1032824,2526341032824
曲靖市,马龙县,旧县镇,T6472,252443,1032343,2524431032343
曲靖市,马龙县,月望乡,T6473,252335,1034141,2523351034141
曲靖市,马龙县,纳章镇,T6474,251530,1033749,2515301033749
曲靖市,马龙县,通泉镇,T6475,252414,1033157,2524141033157
曲靖市,马龙县,月望乡,T6476,251959,1033600,2519591033600
曲靖市,马龙县,王家庄镇,T6477,253048,1033419,2530481033419
曲靖市,马龙县,旧县镇,T6478,252107,1032852,2521071032852
曲靖市,马龙县,王家庄镇,T6479,253356,1033856,2533561033856
曲靖市,马龙县,王家庄镇,T6480,253257,1032924,2532571032924
楚雄,永仁,云龙,T9101,260108,1014706,2601081014706
楚雄,永仁,永兴,T9102,262040,1013147,2620401013147
楚雄,永仁,桃苴,T9103,261003,1014403,2610031014403
楚雄,永仁,中和,T9104,260923,1012420,2609231012420
楚雄,永仁,维的,T9105,260841,1013810,2608411013810
楚雄,永仁,直苴,T9107,260308,1012037,2603081012037
楚雄,永仁,太平地,T9109,260738,1014520,2607381014520
楚雄,永仁,宜就,T9111,255904,1013238,2559041013238
楚雄,永仁,外普拉,T9112,255452,1012816,2554521012816
楚雄,永仁,莲池,T9113,260133,1013920,2601331013920
楚雄,大姚,湾碧,T9126,262122,1011136,2621221011136
楚雄,大姚,铁锁,T9128,260702,1005709,2607021005709
楚雄,大姚,桂花,T9130,260513,1011707,2605131011707
楚雄,大姚,三台,T9131,260046,1010441,2600461010441
楚雄,大姚,昙华,T9132,255716,1011333,2557161011333
楚雄,大姚,六苴,T9133,255443,1012051,2554431012051
楚雄,大姚,三岔河,T9134,255316,1005959,2553161005959
楚雄,大姚,石羊,T9135,255101,1010558,2551011010558
楚雄,大姚,新街,T9137,254828,1011513,2548281011513
楚雄,大姚,赵家店,T9138,254913,1012928,2549131012928
楚雄,大姚,小红山,T9139,254701,1013322,2547011013322
楚雄,大姚,白鹤,T9141,253852,1011239,2538521011239
楚雄,大姚,仓街,T9142,254058,1011633,2540581011633
楚雄,大姚,龙街,T9143,254006,1013231,2540061013231
楚雄,元谋,姜驿,T9151,260411,1015437,2604111015437
楚雄,元谋,江边,T9152,255724,1015252,2557241015252
楚雄,元谋,土林,T9153,255225,1014702,2552251014702
楚雄,元谋,湾云,T9154,254214,1015520,2542141015520
楚雄,元谋,黄瓜园,T9155,254859,1015135,2548591015135
楚雄,元谋,平田,T9156,254518,1014615,2545181014615
楚雄,元谋,凉山,T9159,254423,1015744,2544231015744
楚雄,元谋,那迪,T9160,253626,1014919,2536261014919
楚雄,元谋,老城,T9161,253726,1015343,2537261015343
楚雄,元谋,羊街,T9162,253017,1015526,2530171015526
楚雄,武定,万德,T9177,255958,1021031,2559581021031
楚雄,武定,东坡,T9178,255414,1020459,2554141020459
楚雄,武定,环州,T9179,255210,1015910,2552101015910
楚雄,武定,发窝,T9180,255301,1021710,2553011021710
楚雄,武定,田心,T9181,254917,1021122,2549171021122
楚雄,武定,康照,T9182,254753,1021850,2547531021850
楚雄,武定,白路,T9184,253927,1020251,2539271020251
楚雄,武定,高桥,T9185,253633,1021138,2536331021138
楚雄,武定,插甸,T9186,253707,1021721,2537071021721
楚雄,武定,猫街,T9188,253153,1020851,2531531020851
楚雄,武定,龙庆关,T9190,252504,1020952,2525041020952
楚雄,姚安,左门,T9201,253843,1010332,2538431010332
楚雄,姚安,光禄,T9202,253524,1011145,2535241011145
楚雄,姚安,适中,T9203,253406,1012954,2534061012954
楚雄,姚安,官屯,T9204,253000,1011046,2530001011046
楚雄,姚安,前场,T9206,253129,1012226,2531291012226
楚雄,姚安,大河口,T9207,252726,1010504,2527261010504
楚雄,姚安,弥兴,T9209,252416,1010858,2524161010858
楚雄,姚安,太平,T9210,252340,1011408,2523401011408
楚雄,牟定,戌街,T9226,253443,1014028,2534431014028
楚雄,牟定,蟠猫,T9227,252931,1013312,2529311013312
楚雄,牟定,石板,T9228,252713,1014113,2527131014113
楚雄,牟定,安乐,T9229,252824,1014020,2528241014020
楚雄,牟定,中屯,T9230,252638,1012726,2526381012726
楚雄,牟定,新桥,T9231,252200,1013539,2522001013539
楚雄,牟定,庆丰,T9232,252001,1012817,2520011012817
楚雄,牟定,凤屯,T9233,251512,1012725,2515121012725
楚雄,牟定,华星,T9234,251643,1013157,2516431013157
楚雄,牟定,江坡,T9235,251602,1013741,2516021013741
楚雄,禄丰,妥安,T9252,251858,1014235,2518581014235
楚雄,禄丰,高峰,T9253,252018,1015132,2520181015132
楚雄,禄丰,仁兴,T9254,252448,1021732,2524481021732
楚雄,禄丰,碧城,T9255,251848,1021826,2518481021826
楚雄,禄丰,中村,T9256,251450,1020342,2514501020342
楚雄,禄丰,和平,T9258,251147,1021139,2511471021139
楚雄,禄丰,舍资,T9259,251245,1015508,2512451015508
楚雄,禄丰,广通,T9260,250950,1014506,2509501014506
楚雄,禄丰,罗申,T9261,251723,1014506,2517231014506
楚雄,禄丰,勤丰,T9262,251135,1021755,2511351021755
楚雄,禄丰,文庙,T9265,252253,1014855,2522531014855
楚雄,禄丰,罗川,T9266,245933,1015315,2459331015315
楚雄,禄丰,土官,T9267,245708,1021141,2457081021141
楚雄,禄丰,川街,T9268,245409,1020241,2454091020241
楚雄,南华,天申堂,T9276,251430,1010836,2514301010836
楚雄,南华,沙桥,T9277,251342,1010837,2513421010837
楚雄,南华,岔河,T9278,251839,1011612,2518391011612
楚雄,南华,一街,T9279,250945,1005225,2509451005225
楚雄,南华,五街,T9280,250916,1010023,2509161010023
楚雄,南华,徐营,T9281,251041,1011039,2510411011039
楚雄,南华,罗武庄,T9282,250629,1004556,2506291004556
楚雄,南华,红土坡,T9284,250211,1004924,2502111004924
楚雄,南华,五顶山,T9285,245828,1004813,2458281004813
楚雄,南华,马街,T9286,245315,1005107,2453151005107
楚雄,楚雄,吕合,T9301,250901,1012325,2509011012325
楚雄,楚雄,紫溪山,T9302,250221,1012143,2502211012143
楚雄,楚雄,东瓜,T9303,250432,1013019,2504321013019
楚雄,楚雄,太阳历园,T9304,250235,1013222,2502351013222
楚雄,楚雄,富民,T9305,245908,1013603,2459081013603
楚雄,楚雄,东华,T9306,245627,1012938,2456271012938
楚雄,楚雄,子午,T9307,245200,1013532,2452001013532
楚雄,楚雄,三街,T9309,250004,1010247,2500041010247
楚雄,楚雄,中山,T9310,245409,1010506,2454091010506
楚雄,楚雄,八角,T9311,245204,1005713,2452041005713
楚雄,楚雄,大过口,T9312,245240,1010908,2452401010908
楚雄,楚雄,宜次,T9313,244822,1012249,2448221012249
楚雄,楚雄,大地基,T9316,244137,1012138,2441371012138
楚雄,楚雄,富民新村,T9318,245021,1014330,2450211014330
楚雄,楚雄,苍岭,T9319,250244,1014058,2502441014058
楚雄,双柏,中山,T9326,244608,1013412,2446081013412
楚雄,双柏,麻栗树,T9327,244803,1015607,2448031015607
楚雄,双柏,大庄,T9328,244404,1015005,2444041015005
楚雄,双柏,马龙,T9329,244005,1013026,2440051013026
楚雄,双柏,法裱,T9330,243437,1014956,2434371014956
楚雄,双柏,独田,T9331,243327,1012816,2433271012816
楚雄,双柏,安龙堡,T9335,242449,1015728,2424491015728
楚雄,双柏,大麦地,T9336,241754,1014639,2417541014639
楚雄,永仁,猛虎,T9108,260522,1013405,2605221013405
楚雄,大姚,博厚,T9129,260754,1010506,2607541010506
楚雄,大姚,坟箐,T9136,254729,1010216,2547291010216
楚雄,元谋,新华,T9157,254255,1014000,2542551014000
楚雄,武定,己衣,T9176,260550,1021516,2605501021516
楚雄,武定,滑坡,T9189,253030,1021816,2530301021816
楚雄,姚安,农哈哈,T9208,252935,1011434,2529351011434
楚雄,禄丰,黑井,T9251,252409,1014611,2524091014611
楚雄,南华,雨露,T9283,250517,1011706,2505171011706
楚雄,南华,兔街,T9287,244646,1004817,2446461004817
楚雄,楚雄,树苴,T9308,250001,1005521,2500011005521
楚雄,楚雄,西舍路,T9314,244016,1010413,2440161010413
楚雄,楚雄,新村,T9315,244102,1011202,2441021011202
楚雄,双柏,把租,T9332,241820,1013329,2418201013329
楚雄,双柏,爱尼山,T9333,242935,1013348,2429351013348
楚雄,双柏,锷嘉,T9334,242717,1011446,2427171011446
楚雄,双柏县,栗树埂水库,T9337,243941,1013725,2439411013725
楚雄,双柏县,和平,T9338,243459,1013956,2434591013956
楚雄,双柏县,格邑,T9339,244632,1013714,2446321013714
楚雄,双柏县,新华水库,T9340,244332,1013927,2443321013927
楚雄,双柏县,大敌鲁,T9341,244429,1014313,2444291014313
楚雄,双柏县,杞木塘,T9342,245154,1015828,2451541015828
楚雄,双柏县,代么古,T9343,245043,1015110,2450431015110
楚雄,双柏县,普岩,T9344,244326,1014458,2443261014458
楚雄,双柏县,法甸,T9345,243240,1014821,2432401014821
楚雄,双柏县,折苴,T9346,243403,1014417,2434031014417
楚雄,双柏县,红栗,T9347,243634,1015413,2436341015413
楚雄,双柏县,石头,T9348,243202,1015324,2432021015324
楚雄,双柏县,古木,T9349,243515,1014522,2435151014522
楚雄,双柏县,新街,T9350,242816,1015616,2428161015616
楚雄,双柏县,六纳,T9351,241912,1015823,2419121015823
楚雄,双柏县,法念,T9352,242228,1015506,2422281015506
楚雄,双柏县,峨足,T9353,241845,1015547,2418451015547
楚雄,双柏县,邦三,T9354,242807,1014647,2428071014647
楚雄,双柏县,蚕豆田,T9355,242401,1014208,2424011014208
楚雄,双柏县,大麦地,T9371,242319,1015120,2423191015120
楚雄,双柏县,六合,T9372,242106,1013343,2421061013343
楚雄,双柏县,力丫,T9373,242755,1013139,2427551013139
楚雄,双柏县,茶叶,T9374,243243,1010845,2432431010845
楚雄,双柏县,东凤,T9375,242735,1011750,2427351011750
楚雄,双柏县,密架,T9376,242426,1011743,2424261011743
楚雄,双柏县,新树,T9377,242020,1012008,2420201012008
楚雄,双柏县,新厂,T9378,242658,1011139,2426581011139
楚雄,双柏县,三岔河水库,T9379,242817,1010741,2428171010741
楚雄,双柏县,大水田,T9380,243235,1012559,2432351012559
楚雄,双柏县,木老虎水库,T9381,243307,1012749,2433071012749
楚雄州,永仁,查里么,T9401,260235,1013935,2602351013935
楚雄州,永仁,拉古,T9402,255504,1013202,2555041013202
楚雄州,永仁,么吉利,T9403,255535,1013252,2555351013252
楚雄州,永仁,糯达,T9404,260547,1013859,2605471013859
楚雄州,永仁县,方山,T9405,260123,1012353,2601231012353
楚雄州,永仁县,店子,T9406,260208,1014158,2602081014158
楚雄州,永仁县,勐莲,T9407,260119,1012508,2601191012508
楚雄州,永仁县,夜可腊,T9408,260918,1013746,2609181013746
楚雄州,永仁县,他的么,T9409,255400,1013100,2554001013100
楚雄州,永仁县,阿朵所,T9410,255851,1012747,2558511012747
楚雄州,永仁县,岔河,T9411,261109,1012929,2611091012929
楚雄州,永仁县,万马,T9412,261456,1012640,2614561012640
楚雄州,永仁县,那软,T9413,260904,1011556,2609041011556
楚雄州,永仁县,迤资,T9414,261311,1011829,2613111011829
楚雄州,永仁县,迤帕拉,T9415,260343,1012037,2603431012037
楚雄州,永仁县,阿里地,T9416,260134,1011936,2601341011936
楚雄州,大姚,塔底,T9431,253650,1013551,2536501013551
楚雄州,大姚,碧么,T9432,255233,1011417,2552331011417
楚雄州,大姚,北新街,T9433,254716,1012506,2547161012506
楚雄州,大姚,石关,T9434,253829,1012631,2538291012631
楚雄州,元谋,乐浦,T9456,254437,1015313,2544371015313
楚雄州,元谋,龙泉,T9457,254216,1015143,2542161015143
楚雄州,元谋,雷弄,T9458,255141,1015318,2551411015318
楚雄州,元谋,新华炮点,T9459,254133,1014052,2541331014052
楚雄州,元谋,中兴,T9460,254636,1015337,2546361015337
楚雄州,元谋,华丰,T9461,254044,1014240,2540441014240
楚雄州,元谋,木溪悟,T9462,253032,1015908,2530321015908
楚雄州,元谋,新华村,T9463,254235,1013953,2542351013953
楚雄州,元谋,画匠,T9464,260307,1015637,2603071015637
楚雄州,元谋,卡莫,T9465,255432,1015751,2554321015751
楚雄州,元谋,丙间,T9466,253608,1015159,2536081015159
楚雄州,元谋,尹地,T9467,253802,1014941,2538021014941
楚雄州,元谋,大树村,T9468,255424,1015157,2554241015157
楚雄州,元谋,鱼窝,T9469,255706,1015931,2557061015931
楚雄州,元谋,花同,T9470,252610,1015610,2526101015610
楚雄州,元谋,虎溪,T9471,254934,1014402,2549341014402
楚雄州,元谋,苴那,T9472,253430,1015524,2534301015524
楚雄州,元谋,华竹,T9473,254132,1014740,2541321014740
楚雄州,元谋,班果,T9474,254608,1014436,2546081014436
楚雄州,元谋,芝麻,T9475,255805,1014710,2558051014710
楚雄州,武定,羊旧,T9486,252615,1022011,2526151022011
楚雄州,武定,更德,T9487,260424,1021120,2604241021120
楚雄州,武定,乍基,T9488,255953,1021607,2559531021607
楚雄州,武定,滔谷,T9489,255201,1020208,2552011020208
楚雄州,姚安,马游,T9501,253318,1010601,2533181010601
楚雄州,姚安,蛉丰,T9502,252924,1011538,2529241011538
楚雄州,姚安,连厂,T9503,252728,1010909,2527281010909
楚雄州,姚安,白龙寺,T9504,253400,1011456,2534001011456
楚雄州,牟定,力石,T9526,253126,1014548,2531261014548
楚雄州,牟定,水桥,T9527,252100,1013434,2521001013434
楚雄州,牟定,腊湾,T9528,251817,1013234,2518171013234
楚雄州,牟定,者普,T9529,251345,1013736,2513451013736
楚雄州,禄丰,阿勒,T9551,251846,1020307,2518461020307
楚雄州,禄丰,鲁支,T9552,251959,1020328,2519591020328
楚雄州,禄丰,南雄,T9553,250720,1020354,2507201020354
楚雄州,禄丰,寨脚,T9554,245758,1021024,2457581021024
楚雄州,禄丰县,山前,T9555,252044,1020056,2520441020056
楚雄州,禄丰县,峨山,T9556,252353,1020239,2523531020239
楚雄州,禄丰县,沙龙,T9557,250428,1021703,2504281021703
楚雄州,禄丰县,大村,T9558,245347,1020228,2453471020228
楚雄州,禄丰县,竹溪,T9559,250050,1015519,2500501015519
楚雄州,禄丰县,大洼,T9560,251017,1020631,2510171020631
楚雄州,禄丰县,横沟,T9561,251740,1015518,2517401015518
楚雄州,禄丰县,中心井,T9562,252111,1015520,2521111015520
楚雄州,禄丰县,旧庄,T9563,250614,1014844,2506141014844
楚雄州,禄丰县,大瓦房,T9564,251346,1014241,2513461014241
楚雄州,禄丰县,平掌,T9565,250741,1021027,2507411021027
楚雄州,禄丰县,西村,T9566,252117,1021804,2521171021804
楚雄州,禄丰县,山河,T9567,251727,1015014,2517271015014
楚雄州,禄丰县,赵元,T9568,252306,1014419,2523061014419
楚雄州,禄丰县,妥安,T9569,251928,1014428,2519281014428
楚雄州,禄丰县,安乐,T9570,251624,1014150,2516241014150
楚雄州,南华,王湛庄,T9571,250724,1005729,2507241005729
楚雄州,南华,松树地,T9572,251424,1010457,2514241010457
楚雄州,南华,团山,T9573,251124,1005032,2511241005032
楚雄州,南华,六把地,T9574,251410,1005516,2514101005516
楚雄州,楚雄市,小花山,T9591,250156,1013433,2501561013433
楚雄州,楚雄市,罗家队,T9592,244608,1011412,2446081011412
楚雄州,楚雄市,览经,T9593,250347,1013648,2503471013648
楚雄州,楚雄市,毛菇山,T9594,251041,1012708,2510411012708
楚雄州,楚雄市,洒洲,T9595,245501,1010059,2455011010059
楚雄州,楚雄市,野猪塘,T9596,244752,1011152,2447521011152
楚雄州,楚雄市,竹园,T9597,250701,1013906,2507011013906
楚雄州,楚雄市,兴隆,T9598,250455,1013056,2504551013056
楚雄州,楚雄市,乡政府,T9599,250453,1013132,2504531013132
楚雄州,楚雄市,龙河,T9600,251054,1012932,2510541012932
楚雄州,楚雄市,二城坝,T9601,250155,1013345,2501551013345
楚雄州,楚雄市,洒树咪,T9602,244404,1011302,2444041011302
楚雄州,楚雄市,冷水,T9603,250349,1012535,2503491012535
楚雄州,楚雄市,紫溪山,T9604,250736,1013930,2507361013930
楚雄州,楚雄市,者力,T9605,243818,1012337,2438181012337
楚雄州,楚雄市,中邑舍,T9606,244509,1011451,2445091011451
楚雄州,楚雄市,九街,T9607,250322,1005636,2503221005636
楚雄州,楚雄市,力白所,T9608,245448,1010552,2454481010552
楚雄州,楚雄市,西舍路,T9609,243922,1010620,2439221010620
楚雄州,楚雄市,新华,T9610,243238,1010707,2432381010707
大理州,南涧县,碧溪乡,T6969,240900,1000300,2409001000300
大理州,南涧县,南涧镇,T6966,250000,1000500,2500001000500
大理州,弥渡县,大坝水库,T6961,252900,1002600,2529001002600
大理州,弥渡县,寅街,T6956,251700,1003200,2517001003200
大理州,弥渡县,弥城镇,T6955,251900,1002800,2519001002800
大理州,弥渡县,新街,T6954,252200,1002600,2522001002600
大理州,弥渡县,红岩,T6953,252100,1002500,2521001002500
大理州,祥云县,下庄镇,T6944,252600,1004700,2526001004700
大理州,祥云县,沙龙镇,T6943,252700,1003600,2527001003600
大理州,祥云县,祥城镇,T6942,252800,1003300,2528001003300
大理州,祥云县,刘厂镇,T6941,252900,1004500,2529001004500
大理州,巍山县,南诏镇,T6930,251346,1001802,2513461001802
大理州,巍山县,庙街镇,T6927,251858,1001640,2518581001640
大理州,巍山县,大仓镇,T6925,252508,1001321,2525081001321
大理州,巍山县,永建镇,T6924,252538,1001245,2525381001245
大理州,漾濞县,漾江镇,T6917,254733,995535,254733995535
大理州,漾濞县,顺濞乡,T6913,252909,995515,252909995515
大理州,漾濞县,平坡镇,T6912,253501,1000253,2535011000253
大理州,漾濞县,苍山西镇,T6910,253917,995921,253917995921
大理州,永平县,杉阳镇,T6900,252718,993153,252718993153
大理州,永平县,博南镇,T6898,252804,993220,252804993220
大理州,宾川县,排营烟站,T6892,254414,1002241,2544141002241
大理州,宾川县,金牛镇,T6888,255349,1003622,2553491003622
大理州,宾川县,大营镇,T6887,254115,1002741,2541151002741
